timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-06-18 18:12:42,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:12:44,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 6.0 seconds', '2 micro sleep: 5.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 7.0 seconds', '5 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,True,1,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '1 yawn: 0.0 seconds']"
2025-06-18 18:12:50,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 6.0 seconds', '2 micro sleep: 5.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 7.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,1,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '1 yawn: 0.0 seconds']"
2025-06-18 18:12:52,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:13:01,False,0,[],|,False,0,[],|,False,Counting flickers... 42.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 18:19:14,False,0,[],|,False,0,[],|,False,Counting flickers... 21.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:19:36,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,1,['1 yawn: 0.0 seconds']
2025-06-18 18:19:51,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:19:58,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 4.0 seconds'],|,False,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:20:37,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:21:54,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:29:45,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:29:48,False,0,[],|,False,0,[],|,False,Counting flickers... 48.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:45:12,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:45:14,False,0,[],|,False,0,[],|,False,Counting flickers... 46.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:45:17,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 18:45:21,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 18:45:46,False,0,[],|,False,0,[],|,False,Counting flickers... 14.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 18:45:56,False,0,[],|,False,0,[],|,False,Counting flickers... 4.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,6,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds']"
2025-06-18 18:46:00,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,6,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds']"
2025-06-18 18:48:16,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,6,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds']"
2025-06-18 18:48:39,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:48:43,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:48:50,False,0,[],|,False,0,[],|,False,Counting flickers... 42.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 18:48:57,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 18:49:09,False,0,[],|,False,0,[],|,False,Counting flickers... 23.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 18:49:25,False,0,[],|,False,0,[],|,False,Counting flickers... 7.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,6,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds']"
2025-06-18 18:49:31,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 18:49:38,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,8,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds']"
2025-06-18 18:49:58,False,0,[],|,False,0,[],|,False,Counting flickers... 33.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,9,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds']"
2025-06-18 18:51:02,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,9,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds']"
2025-06-18 18:51:07,False,0,[],|,False,0,[],|,False,Counting flickers... 55.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,10,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds']"
2025-06-18 18:52:57,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,10,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds']"
2025-06-18 18:53:01,False,0,[],|,False,0,[],|,False,Counting flickers... 56.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds', '1 yawn: 0.0 seconds']"
2025-06-18 18:53:08,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:53:31,True,0,[],|,True,0,[],|,False,Counting flickers... 26.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:55:30,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds', '8 yawn: 0.0 seconds', '9 yawn: 0.0 seconds', '10 yawn: 0.0 seconds', '1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:56:04,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:56:08,False,0,[],|,False,0,[],|,False,Counting flickers... 47.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:56:12,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 18:56:29,False,0,[],|,False,0,[],|,False,Counting flickers... 26.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 18:56:50,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 18:57:52,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,True,1,['1 pitch: 59.0 seconds'],|,False,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 18:59:27,False,0,[],|,False,0,[],|,False,Counting flickers... 48.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 18:59:31,False,0,[],|,False,0,[],|,False,Counting flickers... 44.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 18:59:35,False,0,[],|,False,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 18:59:41,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 18:59:45,False,0,[],|,False,0,[],|,False,Counting flickers... 31.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 19:00:17,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 19:01:30,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 19:02:44,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 19:03:38,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 5.0 seconds'],|,False,Counting pitches...,[],|,False,0,[]
2025-06-18 19:03:42,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 19:03:44,False,0,[],|,False,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 19:04:09,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 19:04:15,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 19:04:20,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,5,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds']"
2025-06-18 19:04:25,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,6,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds']"
2025-06-18 19:04:29,False,0,[],|,False,0,[],|,False,Counting flickers... 56.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:04:47,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:05:08,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds']",|,True,1,['1 pitch: 22.0 seconds'],|,False,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:05:54,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:06:04,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:06:10,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:06:25,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,7,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:06:54,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:07:06,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:07:54,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:08:23,False,0,[],|,False,0,[],|,False,Counting flickers... 31.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 22.0 seconds', '2 pitch: 135.0 seconds']",|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:08:25,True,0,[],|,True,0,[],|,False,Counting flickers... 30.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:08:42,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds', '7 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:08:49,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:08:55,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:09:26,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:09:55,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:10:32,False,0,[],|,False,0,[],|,False,Counting flickers... 24.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 22.0 seconds', '2 pitch: 135.0 seconds', '3 pitch: 88.0 seconds']",|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:10:56,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:00,False,0,[],|,False,0,[],|,False,Counting flickers... 56.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 22.0 seconds', '2 pitch: 135.0 seconds', '3 pitch: 88.0 seconds', '4 pitch: 9.0 seconds']",|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:03,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
